NAME,STREET,NO,CITY,COUNTY,SOCIAL_SERVICE,TYPE,CATEGORY,CAPACITY,EMAIL,PHONE
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Vasile Alecsandri,1,Comănești,Bacău,Centrul de îngrijire și asistență a persoanei cu dizabilități Comănești,1,"b3, b4, b5",64,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Henri Coandă,4,Bacău,Bacău,Adăpostul de zi și de noapte pentru copiii străzii Morcoveață,2,b1,15,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Bicaz,142,Bacău ,Bacău ,Rețeaua de apartamente Casa Mea - apartament social Bicaz,2,"B1, B2",6,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Logofăt Tăutu,4,Bacău ,Bacău ,Rețeaua de apartamente Casa Mea - apartament social Logofăt - Tăutu,2,B1,5,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Oituz,29,Onești ,Bacău ,Rețeaua de apartamente Casa Mea - apartament social Oituz,2,B1,6,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Chimistului,4,Onești ,Bacău ,Rețeaua de apartamente Casa Mea - apartament social Chimistului,2,B1,6,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Buciumului,4,Onești ,Bacău ,Rețeaua de apartamente Casa Mea - apartament social Buciumului,2,B1,6,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Ștefan cel Mare,G4,Comănești,Bacău ,Rețeaua de apartamente Casa Mea - apartament social Ștefan cel Mare Comănești,2,B1,6,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Mioriței,23,Bacău ,Bacău ,Rețeaua de apartamente Casa Mea - apartament social Mioriței,2,"B1, B2",4,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Republicii,40/C/30,Bacău ,Bacău ,"Rețeaua de apartamente Casa Mea - apartament social Republicii, Bacău",2,"B1, B2",6,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Primăverii,11,Buhuși,Bacău ,Rețeaua de apartamente Casa Mea - apartament social Primăverii,2,B1,5,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Republicii,42,Buhuși,Bacău ,Rețeaua de apartamente Casa Mea - apartament social Republicii,2,B1,6,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Parcului,C4,Comănești,Bacău ,Rețeaua de apartamente Casa Mea - apartament social Aleea Parcului,2,B1,6,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,B-dul Unirii,49,Bacău ,Bacău ,Centrul rezidențial pro-familia - complex Bistrița - casa 1,2,B1,26,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Ștefan cel Mare,18 C,Bacău ,Bacău ,Centrul rezidențial pro-familia - complex Pinochio,2,"B1, B2",18,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Ștefan cel Mare,18 BIS,Bacău ,Bacău ,Centrul rezidențial pro-familia - complex Ștrand- Casa A,2,"B1, B2",8,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Ștefan cel Mare,18 BIS,Bacău ,Bacău ,Centrul rezidențial pro-familia - complex Ștrand- Casa B,2,B1,18,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Mărăști,17,Bacău ,Bacău ,Centrul de servicii sociale Ghiocelul - Rețeaua de case de tip familial - Casa de tip familial Mărăști,2,"B1, B2",12,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Arcadie Șeptilici,40,Mărgineni,Bacău ,Centrul de servicii sociale Ghiocelul - Rețeaua de case de tip familial - Casa de tip familial  Arcadie Șeptilici ,2,"B1, B2",15,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Narciselor,24,Bacău ,Bacău ,Apartament Narcisa din cadrul Centrului rezidențial pro-familia - complex Margareta,2,"B1, B2",6,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Letea,13,Bacău ,Bacău ,Centrul rezidențial Pro-Familia - complex Margareta - Apartament Letea,2,B1,6,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Pictor Aman,10,Bacău ,Bacău ,Centrul rezidențial Pro-Familia - complex Margareta - Apartament Pictor Aman,2,B1,6,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Tisești,45,Târgu Ocna,Bacău ,Centrul de îngrijire și asistență pentru persoane cu dizabilități Costache Negri - Tg. Ocna,2,"B2, B3, B4",85,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Dragoș Vodă,4 bis,Bacău ,Bacău ,Centrul de servicii sociale Ghiocelul - Rețeaua de case de tip familial - Complexul de Case de tip familial Dragoș Vodă,2,"B1, B2",18,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,Aleea Ghioceilor,4,Bacău ,Bacău ,Centrul de servicii sociale Ghiocelul - Centrul de recuperare pentru copilul cu dizabilități,10,B1,250,office@dgaspcbacau,0234-585-071
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Bacău,,,Răchitoasa,Bacău,Centrului de îngrijire și asistență pentru persoane vârstnice Răchitoasa - modul persoane vârstnice,1,"b3, b4",68,office@dgaspcbacau,0234-585-071
Fundaţia Consorţiul pentru Dezvoltare Locală Mioveni,Alexandru Popescu,,Mioveni,Argeş,Cantina socială ,7,"B1, B2, B3, B4, B5",15,fcdl_ag@yahoo.com,0248-262-535 
Asociația Filiala Filantropia Ortodoxă Izvoarele,,26 B,Livezile,Alba,Serviciul socio medical de îngrijire la domiciliu a persoanelor vârstnice Izvoarele,5,"b1, b4",25,,0762-652-120
Fundaţia Sfântul Ioan Bosco,Tazlăului,7,Bacău,Bacău,Centrul privind dezvoltarea deprinderilor de viață independentă Don Bosco Bacău,6,"B1.4, B2.1",50,sdbbacau@gmail.com,0234-582-330
Fundaţia Sfântul Ioan Bosco,Tazlăului,9,Bacău,Bacău,Centrul de zi pentru copii Dominic Savio,4,b1.3 ,50,sdbbacau@gmail.com,0234-582-330
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Uzunu,13,Giurgiu,Giurgiu,Casa de tip familial Elena,1,"B1.3, B1.4",10,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Bălănoaiei,31,Giurgiu,Giurgiu,Casa de tip familial Ioana,1,"B1.1, B1.2, B1.3",10,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Murelor,36,Giurgiu,Giurgiu,Casa de tip familial Andrei,1,"B1.3, B1.4",10,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Miron Costin,45,Giurgiu,Giurgiu,Casa de tip familial Mihaela,10,"B1.3, B1.4",10,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Libertății,22,Giurgiu,Giurgiu,Centrul de recuperare și respiro - Serviciul de recuperare,4,B1,20,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Principală,430,Singureni,Giurgiu,Cămin pentru persoane vârstnice Singureni,1,B4,60,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Argeșului,109,Grădinari,Giurgiu,Centrul de îngrijire și asistență Grădinari,1,"B2, B3",16,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,1 Decembrie 1918,83,Giurgiu,Giurgiu,Centrul de zi Luceafărul,4,"B1.2, B1.3",30,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Bălănoaiei,13,Giurgiu,Giurgiu,Casa de tip familial Casa noastră,1,"B1.3, B1.4",10,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Aurel Vlaicu,20,Giurgiu,Giurgiu,Casa de tip familial Casa albastră,1,"B1.3, B1.4",10,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Dunării,144,Giurgiu,Giurgiu,Casa de tip familial Dunării,1,"B1.3, B1.4",10,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Ulița Dorobanți,,Giurgiu,Giurgiu,Casa de tip familial Sfântul Ioan,1,"B1.3, B1.4",10,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Victor Babeș,12,Giurgiu,Giurgiu,Casa de tip familial Casa verde,1,"B1.3, B1.4",8,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Grădiniței,4,Giurgiu,Giurgiu,Casa de tip familial Soarele,1,"B1.1, B1.3, B1.4",10,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Baciu,1,Giurgiu,Giurgiu,Casa de tip familial Gabriela,1,"B1.3, B1.4",10,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Al. Vlahuță,3,Giurgiu,Giurgiu,Casa de tip familial Constantin,1,"B1.3, B1.4",10,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Dan Barbilian,50,Giurgiu,Giurgiu,Casa de tip familial Teodora,1,"B1.3, B1.4",10,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,1 Decembrie 1918,33,Giurgiu,Giurgiu,Casa de tip familial Daniela,1,"b1.3, b1.4, b2.1",14,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Baciu,26,Giurgiu,Giurgiu,Casa de tip familial Casa mea,1,b1.3,10,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Fdt. Bujorului,27,Giurgiu,Giurgiu,Locuință protejată Casa Comber,3,"b2, b3",13,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Decebal,60,Giurgiu,Giurgiu,Locuință protejată apartament 21,3,"b2, b3",5,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Negru Vodă,32/511,Giurgiu,Giurgiu,Locuință protejată apartament 71,3,b2.1,4,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Decebal,99,Giurgiu,Giurgiu,Locuință protejată Phare,3,"b2, b3",14,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,București,66/1D,Giurgiu,Giurgiu,Locuință protejată apartament 69,3,"b2.2, b3",4,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Decebal,60,Giurgiu,Giurgiu,Locuință protejată apartament 22,3,"b2, b3",4,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Decebal,56,Giurgiu,Giurgiu,Apartament social 27,3,"b1.4, b2.1",5,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,1 Decembrie 1918,309,Giurgiu,Giurgiu,Apartament social 43,3,"b1.4, b2.1",4,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Tudor Vianu,63,Giurgiu,Giurgiu,Centrul de primire în regim de urgență și de evaluare a copilului din cadrul Complexului de servicii sociale Giurgiu,1,b1,20,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,,,Giurgiu,Giurgiu,Centrul de ocrotire pentru mame și copii victime ale violenței în familie din cadrul Complexului de servicii sociale Giurgiu,1,b1,10,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Tudor Vianu,63,Giurgiu,Giurgiu,Centrul maternal din cadrul Complexului de servicii sociale Giurgiu,1,b1,10,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Principală,5,Mironești,Giurgiu,Centrul pentru persoane vârstnice Mironești,1,B4,60,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Tântava,,Grădinari,Giurgiu,Centrul de integrare prin terapie ocupațională Tântava,1,"B2, B3",48,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Libertății,22,Giurgiu,Giurgiu,Centrul de recuperare si respiro - Serviciul Respiro,2,B1,5,dgaspcgr@yahoo.com,0246-214-011 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Giurgiu,Șelari,27,Giurgiu,Giurgiu,Casa de tip familial Ansaloni,1,B1.3,9,dgaspcgr@yahoo.com,0246-214-011 
Asociaţia Hrăniţi Copiii - Feed The Children,Luigi Galvani,20,București,Bucureşti,Centrul de zi Traian,4,"B1.3, B1.4, B5, B7",25 /zi,marinelabuttu@yahoo.com,0730-438-415
"Societatea Femeilor Ortodoxe din Arhiepiscopia Vadului, Feleacului şi Clujului",Tipografiei,23,Cluj Napoca,Cluj,Programul Sfântul Vasile cel Mare de servicii sociale acordate în comunitate persoanelor adulte,6,"B3, B4, B5",4, sfo_director@yahoo.com,0264-430-286
Serviciul Public de Asistenţă Socială Zemeş,Principală,319,Zemeş,Bacău,Centrul educațional de zi pentru copilul cu nevoi sociale,4,"B1.2, B1.3, B1.4",30,spas.zemes@yahoo.com,0234-383-400
Asociaţia Sfânta Veronica,Clujului,95,Teiuș,Alba,Cămin pentru persoane vârstnice Teiuș,1,b4,14,,
Asociaţia Sfânta Veronica,,233A,Unirea,Alba,Cămin pentru persoane vârstnice Dumbrava,1,b4,50,,
Fundaţia Crucea Alb - Galbenă România,Regina Maria,21,București,Bucureşti,"Centrul de servicii, îngrijire și asistență la domiciliu",5,"B3, B4",100,cruceaalbgalbena@cag.ro,0213-151-256
"Asociaţia Agenţia Adventistă pentru Dezvoltare, Refacere şi Ajutor - A.D.R.A. România",,,Cernica,Ilfov,Centrul de primire în regim de urgență a victimelor violenței în familie,2,"b1, b2, b3, b4, b5",18,,
Asociaţia Samusocial din România,Iuliu Maniu,2,București,Bucureşti,Centrul de informare și consiliere persoane adulte fără adăpost,4,B3,30,contact@samusocial.ro,021-327-22-30
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,Brazilor,2A,Baia de Arieș,Alba,Centrul de îngrijire și asistență Baia de Arieș,1,b3,50,dgaspc@protectiasocialaalba.ro,0258-819-462
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,Mitropolit Ion Vancea,1,Blaj,Alba,Casa de tip familial în comunitate Blaj,2,"b1.3, b1.4, b2.1",11,dgaspc@protectiasocialaalba.ro,0258-819-462
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,Andrei Mureșanu,100,Sâncrai,Alba,Casa de tip familial pentru copii cu dizabilități Sâncrai,2,b1.3,12,dgaspc@protectiasocialaalba.ro,0258-819-462
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,Republicii,42404,Abrud,Alba,Centrul de îngrijire și asistență Abrud,1,"b2, b3, b4",120,dgaspc@protectiasocialaalba.ro,0258-819-462
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,,376,Galda de Jos,Alba,Centrul de recuperare și reabilitare neuropsihiatrică Galda de Jos,1,b3,360,dgaspc@protectiasocialaalba.ro,0258-819-462
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,Ion Creangă,473,Gârbova,Alba,Centrul de îngrijire și asistență Gârbova,1,"b3, b4",45,dgaspc@protectiasocialaalba.ro,0258-819-462
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,Tudor Vladimirescu,14,Aiud,Alba,Casa de tip familial nr. 1 Aiud,2,"B1.3, B1.4, B2.1",12,dgaspc@protectiasocialaalba.ro,0258-819-462
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,Parcului,bl.Nbl.Nbl.Nbl.Nbl.Nbl.Nbl.Nbl.Nbl.Nbl.Nbl.Nbl.Nbl.Nbl.Nbl.Nbl.Nbl.Nbl.Nbl.Nbl.Nbl.N,Abrud,Alba,Casa de tip familial nr. 2 Abrud,2,"b1.2, b1.3",6,dgaspc@protectiasocialaalba.ro,0258-819-462
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,Plopului,12,Abrud,Alba,Casa de tip familial nr. 3 Abrud,2,"b1.3, b1.4, b2.1",6,dgaspc@protectiasocialaalba.ro,0258-819-462
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,Costache Negri,108,Blaj,Alba,Casa de tip familial nr. 4 Blaj,2,"b1.2, b1.3, b1.4",12,dgaspc@protectiasocialaalba.ro,0258-819-462
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,Mesteacănului,3,Câmpeni,Alba,Casa de tip familial nr. 6 Câmpeni,2,b1.3,5,dgaspc@protectiasocialaalba.ro,0258-819-462
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,Ciocârliei,25,Sâncrai,Alba,Casa de tip familial nr. 8 Sâncrai,2,"b1.3, b1.4, b2.1",12,dgaspc@protectiasocialaalba.ro,0258-819-462
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,Turnătoriei,14,Alba Iulia,Alba,Casa de tip familial nr. 9 Alba Iulia,2,"b1.3, b1.4, b2.1",12,dgaspc@protectiasocialaalba.ro,0258-819-462
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,Parcului,L,Abrud,Alba,Casa de tip familial nr. 15 Abrud,2,B1.3,6,dgaspc@protectiasocialaalba.ro,0258-819-462
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,Ion Creangă,511,Gârbova,Alba,Locuință protejată nr. 3 Gârbova,3,"b3, b4",10,dgaspc@protectiasocialaalba.ro,0258-819-462
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,Lt. Anca Virgil,57,Abrud,Alba,Locuință protejată pentru persoane adulte cu handicap nr. 6 Abrud,3,"b2, b3, b4",10,dgaspc@protectiasocialaalba.ro,0258-819-462
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,Detunata,65,Abrud,Alba,Locuință protejată pentru persoane adulte cu handicap nr. 7 Abrud,3,"b2.2, b3, b4",7,dgaspc@protectiasocialaalba.ro,0258-819-462
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,Detunată,1,Abrud,Alba,Locuință protejată pentru persoane adulte cu handicap nr. 8 Abrud,3,"b2, b3, b4",8,dgaspc@protectiasocialaalba.ro,0258-819-462
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,Principală,302,Cricău,Alba,Locuință protejată pentru persoane adulte cu handicap nr. 10 Cricău,3,"b3, b4",50,dgaspc@protectiasocialaalba.ro,0258-819-462
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,,497,Gârbova,Alba,Locuință protejată nr. 13 Gârbova,3,"b3, b4",8,dgaspc@protectiasocialaalba.ro,0258-819-462
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,Ion Agârbiceanu,6,Abrud,Alba,Locuință protejată pentru persoane adulte cu handicap nr. 14 Abrud,3,"b2, b3, b4",10,dgaspc@protectiasocialaalba.ro,0258-819-462
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,Gura Cornii,70,Abrud,Alba,Locuință protejată pentru persoane cu handicap adulte nr. 15 Abrud,3,b2.1,50,dgaspc@protectiasocialaalba.ro,0258-819-462
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,Poieniței,18,Alba Iulia,Alba,Locuință protejată pentru persoane cu handicap adulte nr. 16 Alba Iulia,3,b2.2,50,dgaspc@protectiasocialaalba.ro,0258-819-462
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Alba,Avântului,24,Sâncrai,Alba,Locuință protejată pentru persoane cu handicap adulte nr. 17 Sâncrai,3,b2.1,50,dgaspc@protectiasocialaalba.ro,0258-819-462
